X,Y,5739786682,48537606@N,july+z1,22_07.0,1305891095,PENTAX+K-x,_IGP3855,%EB%88%84%,Unnamed_ 8,Unnamed_ 9,Unnamed_ 1,Unnamed__1,Unnamed__2,http_//www,http_//far,Attributio,http_//cre,3277_1,4_1,23699b9459,e56aae0c39,jpg,0_1,3687559790,23385510@N,Turansa+To,01_22.0,1246722109,SONY+DSC-T,DSC08921,Unnamed_ 7,"cuyo,es,pa",2493_1,3_1,49f72d4661,39b99f2dc3,field_1,Attribut_1,http_//c_1,http_//f_1,http_//w_1
453709.403518965002149,206815.473548139154445,2375051035,54945394@N00,dachalan,18:57.0,1206924001.000000000000000,NIKON+COOLPIX+P1,Hello%21,Scuba+review+with+Oxford+Dive+Centre,"dachalan,divers,diving,nikon+coolpix+p1,oxford,oxford+dive+centre,scuba,scuba+review,swimming+pool,underwater",,-1.223258000000000,51.757413999999997,14.000000000000000,http://www.flickr.com/photos/54945394@N00/2375051035/,http://farm3.staticflickr.com/2295/2375051035_6d27a4dd88.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2295.000000000000000,3.000000000000000,6d27a4dd88,49d4f0882c,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
448204.723304395156447,215859.451245494943578,9352167844,28121598@N03,R%7EP%7EM,26:05.0,1374589056.000000000000000,FUJIFILM+FinePix+S8100fd,Hazel,Wooden+butty+%22Hazel%22+at+Thrupp%2C+Oxford+Canal.+21st+July+2013.%0A%0A%22Hazel%22+was+built+by+Nursers+of+Braunston+in+1957+and+was+amongst+the+last+few+narrowboats+built+by+that+company+and+indeed+was+also+one+of+the+last+wooden+working+boats+to+be+b,"barlows,boat,butty,canal,england,great+britain,narrowboat,nurser,oxford,oxfordshire,oxon,thrupp,uk,united+kingdom,waterway,wooden",,-1.301750000000000,51.839224000000002,15.000000000000000,http://www.flickr.com/photos/28121598@N03/9352167844/,http://farm4.staticflickr.com/3717/9352167844_0aa4727580.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,3717.000000000000000,4.000000000000000,0aa4727580,4e89c92f0b,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
443797.165674080199096,215718.934230653743725,17393542,85265584@N00,wit,05:28.0,1117897528.000000000000000,,Cascades+at+Blenheim,Waterfall+in+the+gardens+of+Blenheim+Palace,"blenheim+palace,cascades,england,europe,oxfordshire,refreshing,splash,top20water,top20waterpix,united+kingdom,waterfall",,-1.365737000000000,51.838323000000003,12.000000000000000,http://www.flickr.com/photos/85265584@N00/17393542/,http://farm1.staticflickr.com/11/17393542_697b700fbf.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,11.000000000000000,1.000000000000000,697b700fbf,697b700fbf,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
452082.575652566447388,206038.276631113141775,6883307435,42383671@N00,mdavidford,23:38.0,1329345730.000000000000000,Nokia+N96,Water+Like+Glass+1,,"botanical+gardens,glass,greenhouse,lines,oxford,plants,pond,pots,reflection,roof,still,sun,water",,-1.246942000000000,51.750579999999999,16.000000000000000,http://www.flickr.com/photos/42383671@N00/6883307435/,http://farm8.staticflickr.com/7063/6883307435_bc7efcd39e.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,7063.000000000000000,8.000000000000000,bc7efcd39e,7138156d6b,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
450337.146324660046957,206254.697373137809336,3840386275,71256895@N00,tomylees,47:45.0,1250806257.000000000000000,Panasonic+DMC-TZ4,Duck+on+the+river++026,We%27ve+made+it+to+Oxford+on+the+Kings+College+outing.++We%27re+finding+our+way+from+the+station+to+The+Holly+Bush%2C+the+first+pub+on+our+itinerary.,"duck,oxford,river,water",,-1.272193000000000,51.752685000000000,16.000000000000000,http://www.flickr.com/photos/71256895@N00/3840386275/,http://farm3.staticflickr.com/2605/3840386275_10429c7645.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2605.000000000000000,3.000000000000000,10429c7645,7955b334e4,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
462785.777510570886079,206378.039378303161357,2711244861,52298892@N00,Stuart+Bryant,12:50.0,1217284822.000000000000000,FUJIFILM+FinePix+S8100fd,Waterperry+Gardens,,"bee,blue,butterfly,fauna,flora,flower,garden,grass,green,oxford,tree,wasp,waterperry,wheatley",,-1.091852000000000,51.752538999999999,12.000000000000000,http://www.flickr.com/photos/52298892@N00/2711244861/,http://farm4.staticflickr.com/3113/2711244861_cea92fb7a6.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,3113.000000000000000,4.000000000000000,cea92fb7a6,9862e723a3,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
452411.386757709900849,204364.353175788302906,6026181861,10287726@N02,simononly,48:43.0,1312916714.000000000000000,Canon+EOS+450D,Candles+for+Peace,,"450d,buddhist,candle,canon,chinese,donnington+bridge,nuclear,oxford,peace,protest,river,thames,water",,-1.242431000000000,51.735500000000002,16.000000000000000,http://www.flickr.com/photos/10287726@N02/6026181861/,http://farm7.staticflickr.com/6186/6026181861_087ae6e634.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,6186.000000000000000,7.000000000000000,087ae6e634,5bac1ccb90,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
451504.03602657513693,206221.092755802324973,2243518869,87547772@N00,Arenamontanus,12:35.0,1202215437.000000000000000,FUJIFILM+FinePix+F650,The+cathedral+in+the+puddle,,"cathedral,oxford,puddle,reflection,water",,-1.255295000000000,51.752276999999999,16.000000000000000,http://www.flickr.com/photos/87547772@N00/2243518869/,http://farm3.staticflickr.com/2162/2243518869_57f3e292e9.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2162.000000000000000,3.000000000000000,57f3e292e9,9134b0d6a7,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
443670.47421266802121,215319.638646539533511,3382665161,89904893@N00,Dmitry+Shakin,50:17.0,1237930528.000000000000000,SONY+DSLR-A700,Waterfall,,"blenheim,england,oxfordshire,river,uk,water,waterfall",,-1.367626000000000,51.834743000000003,14.000000000000000,http://www.flickr.com/photos/89904893@N00/3382665161/,http://farm4.staticflickr.com/3645/3382665161_91b9362776.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,3645.000000000000000,4.000000000000000,91b9362776,c04d731402,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
447379.755862760008313,245909.999407301773317,7782943234,12495774@N02,shaggy359,38:12.0,1344969251.000000000000000,Canon+PowerShot+SX220+HS,Richard+Thompson+solo,Richard+Thompson+played+on+the+Friday+night+of+the+2012+Cropredy+festival.++He+started+with+an+acoustic+solo+set+then+played+a+few+electric+numbers+with+various+Fairport+members+and+Pete+Zorn.++Perhaps+the+coolest+man+in+berets,"beard,beret,bottle,concert,cropredy,festival,guitar,guitarist,mic,microphone,mike,music,musician,oxfordshire,oxon,performance,play,playing,richard,strap,strum,strumming,thompson,water",,-1.309583000000000,52.109456999999999,15.000000000000000,http://www.flickr.com/photos/12495774@N02/7782943234/,http://farm9.staticflickr.com/8307/7782943234_72ba33224e.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8307.000000000000000,9.000000000000000,72ba33224e,46c009b57d,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
