X,Y,5739786682,48537606@N,july+z1,22_07.0,1305891095,PENTAX+K-x,_IGP3855,%EB%88%84%,Unnamed_ 8,Unnamed_ 9,Unnamed_ 1,Unnamed__1,Unnamed__2,http_//www,http_//far,Attributio,http_//cre,3277_1,4_1,23699b9459,e56aae0c39,jpg,0_1,3687559790,23385510@N,Turansa+To,01_22.0,1246722109,SONY+DSC-T,DSC08921,Unnamed_ 7,"cuyo,es,pa",2493_1,3_1,49f72d4661,39b99f2dc3,field_1,Attribut_1,http_//c_1,http_//f_1,http_//w_1
449628.594040789059363,196655.683775681827683,8711068657,55898913@N04,interbeat,12:49.0,1367790939.000000000000000,OLYMPUS+IMAGING+CORP.+XZ-1,Start+of+the+Wilts+%26+Berks+Canal+in+Abingdon,,"abingdon-on-thames,canal,river,thames,wilts+%26+berks",,-1.283821000000000,51.666446999999998,16.000000000000000,http://www.flickr.com/photos/55898913@N04/8711068657/,http://farm9.staticflickr.com/8407/8711068657_341ea40a69.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,8407.000000000000000,9.000000000000000,341ea40a69,5ac0564dae,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
445890.551148355705664,240853.866091096890159,8723112421,39415781@N06,ell+brown,45:46.0,1368125364.000000000000000,FUJIFILM+FinePix+S2980,Spiceball+Footbridge+and+Leisure+Centre+-+Banbury+-+River+Cherwell,The+brand+new+%3Ca+href%3D%22http%3A%2F%2Fwww.shstructures.com%2Fportfolio%2F198%2F0%22+rel%3D%22nofollow%22%3ESpiceball+Footbridge%3C%2Fa%3E%2C+crossing+the+River+Cherwell+in+Banbury.%0A%0AIt+links+Spiceball+Park+Road+to+the+new+Spiceball+Leisure+Centre,"banbury,bridge,burke+rickhards,cherwell,cherwell+district+council,david+dexter+assoc.,england,freyssinet,great+britain,kier+moss,oxfordshire,river+cherwell,robothams+architects,sh+structures+ltd,spiceball+footbridge,spiceball+leisure+centre,spiceball+par",,-1.332006000000000,52.064126999999999,16.000000000000000,http://www.flickr.com/photos/39415781@N06/8723112421/,http://farm8.staticflickr.com/7459/8723112421_b2b87e7118.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,7459.000000000000000,8.000000000000000,b2b87e7118,8788e87b70,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
466758.470456757757347,176868.188059014326427,5821900382,43360708@N08,Russell+Ede,51:58.0,1307814863.000000000000000,Canon+EOS+7D,Grazing+by+the+Water,,"canon+ef+24-105mm+f%2F4+l+is+usm,canon+eos+7d,chaplaincy+community,river,river+thames,thames,thames+path,thames+valley",,-1.039924000000000,51.486781000000001,13.000000000000000,http://www.flickr.com/photos/43360708@N08/5821900382/,http://farm3.staticflickr.com/2478/5821900382_9ecaabe63b.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,2478.000000000000000,3.000000000000000,9ecaabe63b,dfa44a13c9,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
477003.401314812072087,178234.432594033190981,2252637759,93849157@N00,Hackworth,18:07.0,1202589399.000000000000000,Nokia+6630,Shiplake+College,A+lovely+springlike+day%2C+out+to+the+Consuta+Trust++lunch+at+Shiplake+College%2C+formerly+Shiplake+Court%2C+an++impressive+Victorian+house+built+in+1889+overlooking+the+River+Thames,"2008,9,college,court,february,oxfordshire,river,school,shiplake,thames",,-0.892102000000000,51.497762999999999,14.000000000000000,http://www.flickr.com/photos/93849157@N00/2252637759/,http://farm3.staticflickr.com/2004/2252637759_a0b054322c.jpg,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,2004.000000000000000,3.000000000000000,a0b054322c,59f2d97541,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
443020.345972632407211,202076.575131923658773,3896494833,31288879@N00,Mike+Legend,08:29.0,1252344350.000000000000000,Canon+EOS+400D+DIGITAL,Peaceful,The+Thames%2C+just+down+stream+from+Newbridge.%0A%0A%28%3Ca+href%3D%22http%3A%2F%2Fbighugelabs.com%2Fonblack.php%3Fid%3D3896494833%26size%3Dlarge%22+rel%3D%22nofollow%22%3EView+On+Black%3C%2Fa%3E%29,"longboat,oxfordshire,river,thames,thames+path",,-1.378698000000000,51.715729000000003,13.000000000000000,http://www.flickr.com/photos/31288879@N00/3896494833/,http://farm4.staticflickr.com/3502/3896494833_565a46041f.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,3502.000000000000000,4.000000000000000,565a46041f,992d232ddd,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
452119.501728854200337,206226.300780736841261,4516955369,10287726@N02,simononly,26:14.0,1271150563.000000000000000,Panasonic+DMC-TZ5,Magdalen+College+%26+grounds,,"building,college,courtyard,flowers,grass,jesus,last+supper,magdalen,oxford,painting,river,thames,uk,university",,-1.246379000000000,51.752267000000003,16.000000000000000,http://www.flickr.com/photos/10287726@N02/4516955369/,http://farm3.staticflickr.com/2739/4516955369_3a5f114722.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2739.000000000000000,3.000000000000000,3a5f114722,9aa694d09f,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
450337.146324660046957,206254.697373137809336,3840386275,71256895@N00,tomylees,47:45.0,1250806257.000000000000000,Panasonic+DMC-TZ4,Duck+on+the+river++026,We%27ve+made+it+to+Oxford+on+the+Kings+College+outing.++We%27re+finding+our+way+from+the+station+to+The+Holly+Bush%2C+the+first+pub+on+our+itinerary.,"duck,oxford,river,water",,-1.272193000000000,51.752685000000000,16.000000000000000,http://www.flickr.com/photos/71256895@N00/3840386275/,http://farm3.staticflickr.com/2605/3840386275_10429c7645.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2605.000000000000000,3.000000000000000,10429c7645,7955b334e4,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
452415.541751149052288,204389.867646326660179,7044246635,14145351@N00,Damian+Cugley,07:33.0,1333523126.000000000000000,Canon+PowerShot+S90,Shopping+Trolley,I+passed+these+guys+dragging+for+junk+on+the+bottom+of+the+river+on+my+way+in+to+work+this+morning.+This+time+they+have+found+a+shopping+trolley.,"2012,bicycle,commute,england,isis,oxford,river,spring,thames",,-1.242367000000000,51.735728999999999,16.000000000000000,http://www.flickr.com/photos/14145351@N00/7044246635/,http://farm8.staticflickr.com/7113/7044246635_59d3a22027.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,7113.000000000000000,8.000000000000000,59d3a22027,1ccdb5d7e5,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
452119.501728854200337,206226.300780736841261,4517591246,10287726@N02,simononly,27:29.0,1271150705.000000000000000,Panasonic+DMC-TZ5,Magdalen+College+%26+grounds,,"alter,building,college,courtyard,flowers,grass,magdalen,oxford,river,thames,uk,university",,-1.246379000000000,51.752267000000003,16.000000000000000,http://www.flickr.com/photos/10287726@N02/4517591246/,http://farm5.staticflickr.com/4065/4517591246_76d3bbb6ab.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,4065.000000000000000,5.000000000000000,76d3bbb6ab,ce59231d73,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
451598.348792005213909,205403.08113579073688,3123380324,10287726@N02,simononly,04:07.0,1229799878.000000000000000,Panasonic+DMC-TZ5,P1000148,,"boat,oxford,path,river,thames",,-1.254050000000000,51.744914000000001,15.000000000000000,http://www.flickr.com/photos/10287726@N02/3123380324/,http://farm4.staticflickr.com/3254/3123380324_aef16c82d9.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,3254.000000000000000,4.000000000000000,aef16c82d9,ab92c69bef,jpg,0.000000000000000,,,,,0.000000000000000,,,,,0.000000000000000,0.000000000000000,,,,,,,
